"","B1_p_val","B1_avg_log2FC","B1_pct.1","B1_pct.2","B1_p_val_adj","B2_p_val","B2_avg_log2FC","B2_pct.1","B2_pct.2","B2_p_val_adj","max_pval","minimump_p_val","cluster"
"RRBP1",0,0.794345707108389,0.874,0.547,0,0,0.893490519970216,0.89,0.495,0,0,0,0
"ID1",0,1.47395565027938,0.888,0.513,0,0,1.44146719629148,0.939,0.553,0,0,0,0
"GNAS",0,0.600120513398952,0.999,0.999,0,0,0.633300548832262,1,0.998,0,0,0,0
"COL6A1",0,0.579077474817293,0.77,0.604,0,0,0.574482609014667,0.808,0.609,0,0,0,0
"COL6A2",0,0.906636410891086,0.743,0.361,0,0,1.01453606363522,0.816,0.367,0,0,0,0
"TIMP3",0,0.505365755282396,0.742,0.404,0,0,0.672772715038999,0.745,0.336,0,0,0,0
"RBFOX2",0,0.39850466239155,0.945,0.743,0,0,0.348190717671786,0.939,0.708,0,0,0,0
"LGALS1",0,0.799131654171966,0.622,0.302,0,0,1.38070501912757,0.74,0.284,0,0,0,0
"RPL3",0,0.308629257099959,1,0.999,0,0,0.339285428453408,1,1,0,0,0,0
"ST13",0,0.361825993529181,0.988,0.954,0,0,0.384316755587405,0.987,0.922,0,0,0,0
"FBLN1",0,0.649241242221392,0.871,0.581,0,0,0.454874273128373,0.87,0.628,0,0,0,0
"SLC25A6",0,0.382829525239214,0.998,0.984,0,0,0.373702343039942,0.997,0.979,0,0,0,0
"MXRA5",0,0.734270356677937,0.582,0.142,0,0,0.707901156357735,0.6,0.163,0,0,0,0
"VEGFD",0,0.3992605801298,0.318,0.099,0,0,0.359378923048852,0.261,0.082,0,0,0,0
"TIMP1",0,0.571816977926837,0.643,0.396,0,0,1.02680120167186,0.754,0.355,0,0,0,0
"MAGED2",0,0.694389321541264,0.982,0.908,0,0,0.695984430760382,0.986,0.882,0,0,0,0
"RPS4X",0,0.365000285902011,1,1,0,0,0.406704767290902,1,0.999,0,0,0,0
"ITM2A",0,0.577324720014029,0.388,0.15,0,0,0.774371784275477,0.432,0.129,0,0,0,0
"GPC3",0,0.837604841501859,0.721,0.342,0,0,0.845186790750949,0.77,0.35,0,0,0,0
"BGN",0,1.27282200766798,0.907,0.357,0,0,1.35781948907055,0.887,0.288,0,0,0,0
"RPL10",0,0.305159023672224,1,1,0,0,0.400030786750988,1,1,0,0,0,0
"MT-CO1",0,0.408637325431858,1,1,0,0,0.363538179942448,1,1,0,0,0,0
"MT-ND3",0,0.313606684140298,1,1,0,0,0.346031692408111,1,1,0,0,0,0
"MT-CYB",0,0.406120258546421,1,1,0,0,0.326529100153087,1,1,0,0,0,0
"GPX8",1.47961372508707e-307,0.31700940502353,0.635,0.422,3.86608270228001e-303,0,0.354329917242972,0.671,0.406,0,1.47961372508707e-307,0,0
"DACT3",2.88060374527756e-304,0.297998210820831,0.557,0.331,7.52672952603573e-300,0,0.32655244995733,0.574,0.318,0,2.88060374527756e-304,0,0
"NFIB",4.45723562208684e-302,0.301744399191957,0.488,0.272,1.16463109569507e-297,0,0.399746069976859,0.583,0.284,0,4.45723562208684e-302,0,0
"LRIG3",1.61541768837302e-300,0.258479676647665,0.35,0.159,4.22092487794987e-296,0,0.348184321282669,0.429,0.171,0,1.61541768837302e-300,0,0
"FHL2",1.00791139846017e-294,0.368188989151874,0.553,0.349,2.63357169303657e-290,0,0.359328896756381,0.501,0.264,0,1.00791139846017e-294,0,0
"H2AFJ",2.31823442748909e-294,0.35979601530952,0.573,0.364,6.05731473558624e-290,0,0.424494942698085,0.612,0.346,0,2.31823442748909e-294,0,0
"RPS20",4.27285235745075e-294,0.254617989584003,0.999,0.997,1.11645359247831e-289,0,0.371031138824898,1,0.996,0,4.27285235745075e-294,0,0
"RPS6",1.64439523242607e-292,0.262756973231562,1,0.999,4.29664030280607e-288,0,0.279059098736557,1,0.999,0,1.64439523242607e-292,0,0
"OAF",1.29311129635288e-291,0.321140686724566,0.566,0.349,3.37877050624045e-287,0,0.324056823502633,0.531,0.288,0,1.29311129635288e-291,0,0
"MSX1",9.12971131693739e-290,0.407181883055659,0.448,0.241,2.38550227000257e-285,0,0.505145478473644,0.449,0.22,0,9.12971131693739e-290,0,0
"NFATC4",1.5388259916458e-288,0.265511636190517,0.415,0.221,4.02079843357132e-284,0,0.268326370577971,0.432,0.215,0,1.5388259916458e-288,0,0
"NID2",1.41731090777758e-287,0.301489189342557,0.444,0.238,3.70329167093203e-283,0,0.264348684909956,0.345,0.157,0,1.41731090777758e-287,0,0
"TMEM263",5.74729964456327e-285,0.338335431442489,0.604,0.416,1.50171192412794e-280,0,0.348105566902714,0.629,0.387,0,5.74729964456327e-285,0,0
"SPARC",5.85783759761147e-282,0.251079309511363,0.871,0.642,1.5305943858799e-277,0,0.481219886479016,0.893,0.591,0,5.85783759761147e-282,0,0
"RBMS3",1.1597330385438e-281,0.29371368583123,0.533,0.309,3.0302664564111e-277,0,0.267909323816665,0.505,0.262,0,1.1597330385438e-281,0,0
"DCHS1",8.60212827588571e-279,0.273260923036909,0.534,0.329,2.24765009720618e-274,0,0.284697078972522,0.549,0.318,0,8.60212827588571e-279,0,0
"TANC1",3.76458669140745e-278,0.259555975354105,0.404,0.215,9.83648856597852e-274,0,0.31859165085048,0.45,0.205,0,3.76458669140745e-278,0,0
"EIF3E",2.06045971939163e-272,0.256777764426863,0.988,0.984,5.38377520079838e-268,0,0.365562128665453,0.995,0.974,0,2.06045971939163e-272,0,0
"RPS4Y1",4.48800283803473e-272,0.354060673409844,0.891,0.816,1.17267026155009e-267,0,0.422925236981007,0.944,0.862,0,4.48800283803473e-272,0,0
"SEC61B",3.41382598382578e-271,0.309948255143064,0.973,0.955,8.91998591313838e-267,0,0.407447769416906,0.981,0.935,0,3.41382598382578e-271,0,0
"LY6E",1.55521764495704e-270,0.308468727791775,0.659,0.467,4.06362818450824e-266,0,0.415016616831633,0.699,0.42,0,1.55521764495704e-270,0,0
"SPRED1",5.50941853198601e-269,0.343209523308727,0.763,0.595,1.43955596822262e-264,0,0.545074284518193,0.762,0.499,0,5.50941853198601e-269,0,0
"ZBTB1",1.50658381988554e-266,0.341463269018862,0.662,0.483,3.93655286297892e-262,0,0.332775541372862,0.633,0.41,0,1.50658381988554e-266,0,0
"C9orf16",4.43528582121054e-266,0.420555394670473,0.936,0.87,1.1588958322241e-261,0,0.36944121362579,0.932,0.826,0,4.43528582121054e-266,0,0
"IL11RA",1.76283524722433e-265,0.27388708502556,0.404,0.218,4.60611221747246e-261,0,0.440955105904818,0.522,0.223,0,1.76283524722433e-265,0,0
"SNAI1",6.31289445864409e-264,0.28958488192715,0.31,0.138,1.64949619309911e-259,0,0.277734969672873,0.302,0.112,0,6.31289445864409e-264,0,0
"NME2",2.93818541462673e-263,0.304741047994426,0.99,0.963,7.67718466987817e-259,0,0.375274155071339,0.991,0.947,0,2.93818541462673e-263,0,0
"NKD2",4.89537868059134e-263,0.30152421126297,0.366,0.187,1.27911349545171e-258,0,0.308169321107792,0.382,0.189,0,4.89537868059134e-263,0,0
"DNAJC15",2.68943105445202e-258,0.309085793659291,0.66,0.448,7.02721440217769e-254,0,0.289149270858312,0.621,0.388,0,2.68943105445202e-258,0,0
"GSTP1",1.45544746600006e-256,0.276051347475093,0.996,0.96,3.80293868391156e-252,0,0.290226764489272,0.996,0.949,0,1.45544746600006e-256,0,0
"COL25A1",1.66728001893084e-252,0.25511047243564,0.356,0.174,4.3564359614644e-248,0,0.491777748550087,0.459,0.162,0,1.66728001893084e-252,0,0
"LPP",1.59995818618862e-250,0.301710884189468,0.652,0.468,4.18053074469225e-246,0,0.358222327518413,0.662,0.411,0,1.59995818618862e-250,0,0
"SELENOM",2.05322017414344e-248,0.338333342029517,0.463,0.284,5.36485899301939e-244,0,0.482996909064947,0.602,0.306,0,2.05322017414344e-248,0,0
"TSC22D3",7.03088689238784e-246,0.36013980376926,0.485,0.31,1.83710043611202e-241,0,0.481852646947141,0.577,0.313,0,7.03088689238784e-246,0,0
"PALLD",7.98501178024051e-246,0.333915383456019,0.721,0.554,2.08640372805904e-241,0,0.513559884625951,0.764,0.516,0,7.98501178024051e-246,0,0
"FZD2",7.31896803140732e-242,0.351020482909579,0.692,0.512,1.91237315692642e-237,0,0.463851809779206,0.772,0.491,0,7.31896803140732e-242,0,0
"PMP22",4.75059791671981e-241,0.315944604064072,0.45,0.258,1.24128372965972e-236,0,0.407391942103398,0.467,0.215,0,4.75059791671981e-241,0,0
"PCDH7",1.17918094426239e-238,0.267845402848663,0.478,0.284,3.0810818892632e-234,0,0.306024438434386,0.541,0.283,0,1.17918094426239e-238,0,0
"ZYX",4.93589416092345e-236,0.300114432362749,0.684,0.516,1.28969978530769e-231,0,0.32808295512574,0.659,0.434,0,4.93589416092345e-236,0,0
"HEBP1",5.67550483396634e-233,0.307297146693192,0.637,0.465,1.48295265806707e-228,0,0.413027206449629,0.699,0.45,0,5.67550483396634e-233,0,0
"DOCK1",7.73304911310049e-232,0.270798009109626,0.592,0.407,2.02056840276203e-227,0,0.301403882985034,0.592,0.357,0,7.73304911310049e-232,0,0
"YAP1",2.53319274645489e-222,0.266432737368133,0.673,0.495,6.61897932721198e-218,0,0.290370891755016,0.68,0.443,0,2.53319274645489e-222,0,0
"RBMS1",2.18499255399723e-218,0.266951266480885,0.679,0.482,5.70916704433937e-214,0,0.344150848964251,0.725,0.468,0,2.18499255399723e-218,0,0
"SESN3",5.09890275895904e-213,0.251191647537451,0.713,0.531,1.33229230188841e-208,0,0.353135004826292,0.714,0.472,0,5.09890275895904e-213,0,0
"FARP1",5.75486135224858e-213,0.279676461279394,0.827,0.688,1.50368772272903e-208,0,0.404362737564701,0.863,0.634,0,5.75486135224858e-213,0,0
"RAB31",1.2376906343411e-211,0.253133724124813,0.466,0.287,3.23396185846986e-207,0,0.318910800972266,0.517,0.263,0,1.2376906343411e-211,0,0
"ATOX1",3.55301042725254e-208,0.297588851689049,0.912,0.817,9.28366094536816e-204,0,0.363610757553565,0.93,0.785,0,3.55301042725254e-208,0,0
"ITGB1",2.01469086081053e-204,0.256032095452574,0.964,0.895,5.26418575021183e-200,0,0.367658909627206,0.972,0.855,0,2.01469086081053e-204,0,0
"SERP1",5.2654802468677e-201,0.263138301353516,0.886,0.799,1.37581733370406e-196,0,0.341566054137641,0.892,0.745,0,5.2654802468677e-201,0,0
"SERTAD1",3.06430897574351e-197,0.381200326797044,0.499,0.34,8.00673292272021e-193,0,0.423105850608828,0.511,0.266,0,3.06430897574351e-197,0,0
"LRP1",4.7457316757366e-196,0.269392557015295,0.639,0.481,1.24001222955322e-191,0,0.298081069049067,0.651,0.443,0,4.7457316757366e-196,0,0
"P4HB",8.6428808523347e-195,0.323896390571065,0.893,0.803,2.25829833790653e-190,0,0.427862578010254,0.902,0.756,0,8.6428808523347e-195,0,0
"GAS1",6.92179907780537e-180,0.332891320936298,0.634,0.482,1.80859688103976e-175,0,0.52344321026832,0.768,0.5,0,6.92179907780537e-180,0,0
"TCF7L2",1.3427551245967e-178,0.252184964515352,0.718,0.564,3.50848486505871e-174,0,0.35416803381269,0.727,0.487,0,1.3427551245967e-178,0,0
"ATP2B1",6.76042604801938e-167,0.292602983194453,0.778,0.655,1.76643172208698e-162,0,0.398616125337114,0.781,0.602,0,6.76042604801938e-167,0,0
"LDHA",3.93575205472277e-147,0.259402503967636,0.71,0.563,1.02837265437851e-142,0,0.48729236550118,0.77,0.537,0,3.93575205472277e-147,0,0
"DGKH",2.06631803768023e-112,0.293060554949056,0.438,0.33,5.39908240065469e-108,0,0.400275636154529,0.505,0.293,0,2.06631803768023e-112,0,0
"FILIP1L",4.56604818209825e-102,0.262640829587529,0.493,0.372,1.19306272950045e-97,0,0.450306125738381,0.546,0.318,0,4.56604818209825e-102,0,0
"HSPA5",8.14936601608169e-183,0.385824375911731,0.951,0.914,2.12934784634198e-178,7.37560183692902e-306,0.428185314157527,0.95,0.875,1.92717100397118e-301,8.14936601608169e-183,1.47512036738579e-305,0
"PDLIM4",2.87731610151401e-249,0.283480586184906,0.556,0.367,7.51813924164596e-245,5.38963900181844e-305,0.262355976535663,0.578,0.366,1.40825877478514e-300,2.87731610151401e-249,1.07792780036359e-304,0
"CPXM1",2.69136150034749e-221,0.308364813853758,0.695,0.544,7.03225846425794e-217,2.29706602648787e-289,0.309885608269403,0.709,0.516,6.00200382061015e-285,2.69136150034749e-221,4.59413205297524e-289,0
"SEPTIN6",2.5461037452866e-287,0.407428774742985,0.79,0.611,6.65271447605935e-283,7.75706596586029e-282,0.302128067558332,0.81,0.618,2.02684376621963e-277,7.75706596586029e-282,5.09220749057285e-287,0
"EPS8",1.72482343132237e-220,0.29344986070683,0.64,0.464,4.50679114370221e-216,2.43689466841904e-282,0.295095982210888,0.607,0.4,6.36736207911212e-278,1.72482343132237e-220,4.8737893368378e-282,0
"SDCBP",8.03352371566195e-208,0.286165327321219,0.8,0.672,2.09907941166531e-203,2.27236200207495e-273,0.291834975474429,0.792,0.615,5.93745467522163e-269,8.03352371566195e-208,4.54472400414985e-273,0
"GADD45B",2.24941702724657e-177,0.30637558845562,0.313,0.17,5.87750175049256e-173,3.17295465127758e-271,0.294611592473305,0.345,0.172,8.29061320832318e-267,2.24941702724657e-177,6.34590930255494e-271,0
"REV3L",1.36753685449749e-217,0.32478531254978,0.754,0.612,3.57323704711648e-213,9.06218924289273e-269,0.300962257861974,0.724,0.534,2.36785942727544e-264,1.36753685449749e-217,1.8124378485785e-268,0
"LDB2",8.6547726334117e-255,0.301812455104011,0.518,0.326,2.26140554138414e-250,8.10957305945501e-254,0.27171983512061,0.488,0.302,2.118950344705e-249,8.10957305945501e-254,1.73095452668234e-254,0
"AP2S1",7.5034606085137e-182,0.263574729785923,0.949,0.876,1.96057922239854e-177,2.40914359939237e-253,0.288559640979579,0.941,0.828,6.29485131085231e-249,7.5034606085137e-182,4.81828719878427e-253,0
"PFN1",1.41039836839702e-246,0.292035741806821,0.989,0.968,3.68522989678457e-242,9.46969701889073e-200,0.254985299524242,0.988,0.951,2.47433713406596e-195,9.46969701889073e-200,2.82079673679401e-246,0
"BCL7C",2.07951298232247e-200,0.263466115177687,0.734,0.573,5.43355947151037e-196,5.73210704362261e-245,0.265637421923691,0.698,0.513,1.49774224942815e-240,2.07951298232247e-200,1.14642140872446e-244,0
"CALU",8.48708307373725e-87,0.25828706676764,0.89,0.827,2.2175899363368e-82,9.9901450621525e-242,0.324880754062334,0.907,0.785,2.61032500328983e-237,8.48708307373725e-87,1.9980290124304e-241,0
"PLEKHA5",5.90535612408351e-181,0.258182873107466,0.823,0.685,1.54301050166178e-176,5.78387733733192e-240,0.272871227230487,0.81,0.639,1.51126930947146e-235,5.90535612408351e-181,1.15677546746632e-239,0
"BDH2",4.18740133300101e-187,0.259819909970333,0.748,0.616,1.09412609429983e-182,1.36042682878258e-239,0.25905244919833,0.729,0.551,3.55465926092599e-235,4.18740133300101e-187,2.72085365756496e-239,0
"IGFBP5",4.54306412493584e-54,0.267549708737182,0.429,0.317,1.18705722520449e-49,2.03117388007996e-239,0.422396237352471,0.507,0.296,5.30725423126093e-235,4.54306412493584e-54,4.0623477601599e-239,0
"GOLIM4",9.6845367088558e-231,0.312648950255685,0.776,0.618,2.53047259665693e-226,2.64307575183842e-236,0.272132918794161,0.771,0.589,6.9060926319786e-232,9.6845367088558e-231,5.28615150367649e-236,0
"YES1",3.29506458574306e-156,0.250503031941392,0.683,0.543,8.60967425608803e-152,2.96241136535644e-230,0.260709535273023,0.676,0.492,7.74048465653985e-226,3.29506458574306e-156,5.92482273071245e-230,0
"SVIL",1.26669126128289e-71,0.374220356529752,0.514,0.417,3.30973759660605e-67,2.16325896577775e-218,0.262158992276259,0.538,0.351,5.65237935168068e-214,1.26669126128289e-71,4.3265179315555e-218,0
"HMGN3",7.78458824531174e-202,0.272155333423082,0.961,0.885,2.0340350626175e-197,3.14830745519069e-210,0.254081658194905,0.963,0.872,8.22621254966776e-206,7.78458824531174e-202,6.29661491038128e-210,0
"DANCR",7.77302895211574e-189,0.312412246184725,0.823,0.729,2.03101473489832e-184,1.30755433107071e-188,0.269796074017409,0.798,0.67,3.41650871165465e-184,1.30755433107071e-188,1.55460579042311e-188,0
"HSP90B1",2.74118193984164e-105,0.252773519172747,0.976,0.945,7.16243429061223e-101,5.43996922041552e-176,0.292274143608223,0.976,0.92,1.42140955760237e-171,2.74118193984164e-105,1.0879938440831e-175,0
"H2AFY2",5.54300273366717e-167,0.281593407253273,0.876,0.811,1.4483311842799e-162,1.57332042518361e-139,0.258962263652132,0.877,0.784,4.11092893896226e-135,1.57332042518361e-139,1.10860054673346e-166,0
"HES4",0,1.18884500931643,0.873,0.421,0,0,1.38980765281645,0.88,0.398,0,0,0,1
"HES5",0,1.1870096036999,0.507,0.104,0,0,1.06190874547896,0.439,0.077,0,0,0,1
"AL139246.5",0,0.573490586924414,0.338,0.053,0,0,0.647419038636371,0.318,0.046,0,0,0,1
"ENO1",0,0.668659883792626,0.991,0.972,0,0,0.632931042323497,0.982,0.957,0,0,0,1
"PDPN",0,0.706873793649835,0.582,0.143,0,0,0.666298455225196,0.52,0.132,0,0,0,1
"SLC2A1",0,0.534847534110298,0.461,0.184,0,4.49815618047731e-212,0.359559319789214,0.305,0.141,1.17532322839692e-207,4.49815618047731e-212,0,1
"AK4",0,0.536118580113446,0.465,0.156,0,0,0.564312708877922,0.457,0.182,0,0,0,1
"CELSR2",0,0.419849958480361,0.526,0.255,0,0,0.416806882515684,0.472,0.227,0,0,0,1
"NES",0,0.799358463624892,0.968,0.889,0,0,0.899916552043125,0.946,0.847,0,0,0,1
"NUAK2",0,0.366284314051352,0.359,0.1,0,0,0.330181027322992,0.29,0.08,0,0,0,1
"ID2",0,0.901095839432339,0.905,0.64,0,0,0.664059958432297,0.905,0.758,0,0,0,1
"ODC1",0,0.853563627124643,0.961,0.843,0,0,0.98783552522895,0.938,0.779,0,0,0,1
"DPYSL5",0,0.439060776634442,0.557,0.253,0,0,0.420061606606451,0.5,0.225,0,0,0,1
"MEIS1",0,0.310283313865235,0.291,0.074,0,0,0.30459976389164,0.263,0.079,0,0,0,1
"PANTR1",0,1.48885908633109,0.92,0.423,0,0,1.52113949670344,0.912,0.449,0,0,0,1
"NCKAP5",0,0.774618531584018,0.546,0.12,0,0,0.611526448300249,0.425,0.1,0,0,0,1
"CXCR4",0,1.2024941462199,0.764,0.175,0,0,1.21947977221341,0.691,0.148,0,0,0,1
"LRP2",0,0.342662872739619,0.276,0.052,0,0,0.407030767857744,0.281,0.041,0,0,0,1
"PDE1A",0,0.634230642234594,0.426,0.071,0,0,0.551289632433904,0.352,0.072,0,0,0,1
"ERBB4",0,0.624569921824007,0.504,0.125,0,0,0.5871505075581,0.447,0.119,0,0,0,1
"PAX3",0,1.16971949340366,0.747,0.182,0,0,1.14427445726798,0.719,0.205,0,0,0,1
"ARL4C",0,0.772672823783307,0.676,0.218,0,0,0.716559762414352,0.618,0.21,0,0,0,1
"LRRN1",0,0.729087440330485,0.607,0.199,0,0,0.746832992787212,0.538,0.185,0,0,0,1
"SRGAP3",0,0.765265380758122,0.828,0.466,0,0,0.751077747824939,0.803,0.469,0,0,0,1
"GNAI2",0,0.49591355428756,0.967,0.929,0,0,0.538347969286564,0.952,0.928,0,0,0,1
"BOC",0,1.02940767306242,0.763,0.263,0,0,0.952624489499269,0.733,0.347,0,0,0,1
"SEMA5B",0,0.408034576682316,0.379,0.105,0,0,0.400149562247408,0.337,0.096,0,0,0,1
"PLCH1",0,0.422067868156631,0.387,0.122,0,0,0.388740275622203,0.326,0.103,0,0,0,1
"VEPH1",0,0.443734580703035,0.365,0.071,0,0,0.436080271979277,0.323,0.064,0,0,0,1
"PTX3",0,0.857555866339928,0.608,0.276,0,0,0.776811800095592,0.56,0.296,0,0,0,1
"SOX2-OT",0,0.692641606777771,0.466,0.116,0,0,0.681133482804882,0.424,0.088,0,0,0,1
"SOX2",0,1.64572976661718,0.924,0.185,0,0,1.67323214868857,0.894,0.151,0,0,0,1
"MAPK10",0,1.02016448300527,0.84,0.456,0,0,1.06858785985152,0.812,0.407,0,0,0,1
"GRID2",0,0.379736083285095,0.331,0.1,0,0,0.479611094086699,0.354,0.096,0,0,0,1
"CXXC4",0,0.600699998125179,0.584,0.261,0,1.39864804047323e-256,0.449544663623189,0.48,0.276,3.65452746495251e-252,1.39864804047323e-256,0,1
"SFRP2",0,1.0096445216227,0.807,0.493,0,0,0.625708534601848,0.742,0.514,0,0,0,1
"PDLIM3",0,0.495989138857586,0.402,0.086,0,0,0.524404102956948,0.353,0.07,0,0,0,1
"IRX2",0,1.27337020888771,0.92,0.407,0,0,1.23133697143884,0.9,0.428,0,0,0,1
"C5orf38",0,0.479944185176545,0.466,0.181,0,0,0.501335806383712,0.462,0.208,0,0,0,1
"CTNND2",0,0.391498884052041,0.43,0.143,0,0,0.402827838293205,0.408,0.146,0,0,0,1
"TMEM161B-AS1",0,0.661512575350526,0.757,0.567,0,0,0.797763611557043,0.752,0.534,0,0,0,1
"LINC00461",0,1.62286121231315,0.866,0.22,0,0,1.73634019164301,0.838,0.152,0,0,0,1
"ADGRV1",0,0.774756603599801,0.567,0.13,0,0,0.69585564105408,0.493,0.097,0,0,0,1
"ID4",0,1.39105818986871,0.876,0.491,0,0,1.0444247507546,0.83,0.635,0,0,0,1
"DDR1",0,0.571681623576618,0.598,0.214,0,0,0.527817473605606,0.538,0.213,0,0,0,1
"HMGA1",0,0.780952814990592,0.954,0.889,0,0,0.909645879151141,0.941,0.853,0,0,0,1
"POU3F2",0,1.14542918492028,0.866,0.242,0,0,1.01091478438446,0.784,0.217,0,0,0,1
"CCN2",0,1.24076630477921,0.859,0.525,0,0,0.709683181459135,0.834,0.61,0,0,0,1
"PLAGL1",0,0.721005947699001,0.556,0.225,0,0,0.525638292129253,0.415,0.185,0,0,0,1
"HYMAI",0,0.620585491287866,0.45,0.104,0,0,0.550699650311523,0.37,0.089,0,0,0,1
"QKI",0,0.773859390122695,0.963,0.833,0,0,0.877600090197133,0.951,0.815,0,0,0,1
"ARL4A",0,1.46125033943636,0.871,0.4,0,0,1.56779809323197,0.821,0.367,0,0,0,1
"TSPAN13",0,0.40516824384364,0.485,0.222,0,0,0.39444456397458,0.421,0.182,0,0,0,1
"ITGB8",0,0.668936841841854,0.576,0.261,0,1.43468921765386e-305,0.510212245857114,0.482,0.262,3.74869945680777e-301,1.43468921765386e-305,0,1
"AC004540.2",0,0.451578355708716,0.426,0.13,0,0,0.469007488460871,0.437,0.143,0,0,0,1
"PON2",0,0.840676538390569,0.764,0.439,0,0,0.88493955670257,0.74,0.431,0,0,0,1
"PTPRZ1",0,1.04455797897206,0.876,0.278,0,0,1.04513896530108,0.827,0.223,0,0,0,1
"TRIM24",0,0.615061536503999,0.801,0.651,0,1.1927586943145e-248,0.522298336065006,0.713,0.608,3.11655919237435e-244,1.1927586943145e-248,0,1
"CNTNAP2",0,0.741362089268573,0.532,0.174,0,0,0.755701765939413,0.502,0.174,0,0,0,1
"EN2",0,0.63029744101758,0.637,0.319,0,0,0.637879281583939,0.682,0.412,0,0,0,1
"AC009403.2",0,0.508639075829896,0.39,0.096,0,0,0.602161484792937,0.415,0.117,0,0,0,1
"PTPRN2",0,0.654076419241332,0.389,0.122,0,0,0.451998512316067,0.276,0.084,0,0,0,1
"FZD3",0,1.13982939568332,0.933,0.562,0,0,1.1696670223153,0.914,0.534,0,0,0,1
"LINC01414",0,0.395727225322987,0.367,0.098,0,0,0.415033461681805,0.341,0.088,0,0,0,1
"CNTFR",0,0.557136146576653,0.762,0.473,0,0,0.528072674324454,0.69,0.487,0,0,0,1
"IGFBPL1",0,0.977743707005894,0.722,0.236,0,0,0.780823494733223,0.656,0.234,0,0,0,1
"NTRK2",0,0.991345562741881,0.578,0.115,0,0,1.01974905974416,0.564,0.126,0,0,0,1
"CRB2",0,0.781274165777436,0.612,0.112,0,0,0.805004376201868,0.569,0.099,0,0,0,1
"AL359091.1",0,0.652858678969225,0.427,0.072,0,0,0.808053772550472,0.432,0.08,0,0,0,1
"NRARP",0,0.820926171220576,0.75,0.337,0,0,0.840901152642217,0.638,0.24,0,0,0,1
"FGFBP3",0,2.02275492413239,0.849,0.309,0,0,2.26255610028007,0.834,0.267,0,0,0,1
"STK33",0,0.39368558043664,0.411,0.144,0,0,0.405752570807633,0.365,0.133,0,0,0,1
"RCN1",0,0.564314557236098,0.923,0.837,0,0,0.564527465954039,0.907,0.827,0,0,0,1
"DTX4",0,0.749919147300315,0.638,0.224,0,0,0.775030085152472,0.57,0.178,0,0,0,1
"FADS1",0,0.601350640978004,0.849,0.704,0,0,0.656651902529227,0.823,0.688,0,0,0,1
"ZBTB16",0,0.665748321494875,0.595,0.222,0,0,0.65177716516886,0.503,0.155,0,0,0,1
"GAPDH",0,0.333985191497209,1,1,0,0,0.413045706002766,1,1,0,0,0,1
"KIF21A",0,0.74686102550187,0.773,0.321,0,0,0.646582438243807,0.705,0.304,0,0,0,1
"PPP1R1A",0,0.52930180058387,0.634,0.235,0,0,0.542467829131006,0.627,0.23,0,0,0,1
"BTG1",0,1.09603524738324,0.975,0.941,0,0,1.22549396010563,0.966,0.934,0,0,0,1
"RMST",0,0.563534697866679,0.421,0.143,0,0,0.564307370849701,0.442,0.169,0,0,0,1
"RFX4",0,0.995008138063323,0.691,0.113,0,0,1.07417895123465,0.68,0.106,0,0,0,1
"MSI1",0,0.616175780339772,0.675,0.36,0,0,0.680133396471157,0.642,0.33,0,0,0,1
"AMER2",0,0.515682664938133,0.426,0.126,0,0,0.526516708262411,0.402,0.126,0,0,0,1
"PCDH8",0,0.639254310556674,0.339,0.066,0,0,0.860758534202809,0.399,0.077,0,0,0,1
"EDNRB",0,0.604282808908635,0.416,0.128,0,0,0.590694845420745,0.364,0.097,0,0,0,1
"SOX21",0,0.741902259609837,0.504,0.073,0,0,0.877653376579633,0.502,0.062,0,0,0,1
"ZIC2",0,0.656555043458622,0.701,0.347,0,0,0.803395116930728,0.714,0.345,0,0,0,1
"SOX1",0,0.613247500200258,0.544,0.151,0,0,0.619945622669799,0.467,0.102,0,0,0,1
"ZNF219",0,0.466707240387936,0.6,0.364,0,0,0.521992338253986,0.576,0.336,0,0,0,1
"NPAS3",0,0.485948286064053,0.419,0.138,0,0,0.434076793298935,0.371,0.149,0,0,0,1
"FAM181A",0,0.965184483523515,0.624,0.08,0,0,0.897006550460497,0.534,0.066,0,0,0,1
"CKB",0,1.51143151803961,0.96,0.625,0,0,1.51245995761774,0.962,0.523,0,0,0,1
"PRTG",0,0.810384044574956,0.798,0.525,0,0,0.749404397207873,0.699,0.456,0,0,0,1
"METRN",0,1.05030416363631,0.961,0.818,0,0,1.24214062082261,0.925,0.727,0,0,0,1
"ABAT",0,0.643573807610657,0.618,0.24,0,0,0.687531037090884,0.599,0.252,0,0,0,1
"TOX3",0,0.718374092648182,0.7,0.337,0,0,0.665749632827547,0.63,0.327,0,0,0,1
"IRX3",0,0.61398942429759,0.564,0.235,0,0,0.63829195808635,0.513,0.229,0,0,0,1
"CRNDE",0,0.816748461886759,0.855,0.637,0,0,0.77517630348656,0.818,0.642,0,0,0,1
"IRX5",0,0.604385464333293,0.521,0.143,0,0,0.64225072642791,0.448,0.124,0,0,0,1
"RND2",0,0.747941121916966,0.662,0.278,0,0,0.858250759996703,0.695,0.306,0,0,0,1
"WNT3",0,0.55277933150565,0.408,0.098,0,0,0.617424680355138,0.411,0.103,0,0,0,1
"RPRML",0,0.401508864584614,0.274,0.043,0,0,0.517827455096933,0.289,0.045,0,0,0,1
"CDH2",0,0.7854966221331,0.906,0.681,0,0,0.741355272696655,0.882,0.656,0,0,0,1
